id,created,updated,title,cwd,git_branch,git_origin_url
019d266d-4883-7462-b418-d9d945bd0f9c,"2026-03-25 19:16:29","2026-03-25 19:24:33","Couple tweaks for our Momentum email, here's the latest (and great) html, looks like we're missing a closing /tr tag and the corenrs are supposed to be rounded on the body:  <style","/Users/padmin/Documents/New project",main,
019d219c-42af-7a31-a8a9-d633d9a9d89c,"2026-03-24 20:49:42","2026-03-25 16:38:15","Clean up this post-webinar email.  Make the thanks for joining our webinar eyebrow text in the Portico terracotta. Make sure all of the watch recordings are going to the same one, ","/Users/padmin/Documents/New project",main,
019d2575-23cd-70f0-bb8a-3c0bf894d874,"2026-03-25 14:45:27","2026-03-25 16:02:42","Okay, let's update this email to be the post-event email with a link to the recording.       .email-pad {  here's the link to the recording: https://7762472.fs1.hubspotusercontent-","/Users/padmin/Documents/New project",main,
019d0bbc-6e38-7562-9a07-462e5f46347c,"2026-03-20 14:53:11","2026-03-24 19:45:50","Ok let's build our Portico POV newsletter. Let's use the same template we used for the recent SIS and CRM email, making sure it's formatted properly for mobile and desktop (Making ","/Users/padmin/Documents/New project",main,
019d0767-32d5-7782-bce1-b24d68a42dd3,"2026-03-19 18:41:37","2026-03-19 19:50:32","Let's do a new email (webinar invite) using the ABHES email as a template  content: Most nursing programs still track clinical hours, competencies, and evaluations across multiple ","/Users/padmin/Documents/New project",main,
019cfcce-ccec-7ab0-9e9b-8a10da1a1416,"2026-03-17 17:18:57","2026-03-17 17:25:01","One of our html emails is showing weird in my colleague's inbox, I've tested it a bunch in Gmail and Outlook and it looks fine. What could be causing this","/Users/padmin/Documents/New project",main,
019cb4d5-b4dd-7042-a90b-07f7f3382a75,"2026-03-03 17:53:50","2026-03-11 20:57:54","Okay, let's find the version of the Financial Aid landing page that has the terracotta on it. We had it in a good spot. I finally figured out the header code issue. Update all of o","/Users/padmin/Documents/New project",main,
019cddb4-e8ae-7340-9fe0-fc6e6dd15d88,"2026-03-11 16:22:27","2026-03-11 18:20:16","Help me write a product update email or code it, I should say.  Let's use the Financial Aid newsletter HTML snippet as a base.  I want the same look and feel.  Instead of the Finan","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019cd2d0-b446-78d3-b912-a6a61bf1ea2a,"2026-03-09 13:36:58","2026-03-10 16:55:50","Okay, let's keep working on our Financial Aid newsletter, the latest version that we were working on. The spacing on the sections is a little off. Let's give it a little bit more b","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019cc3b1-9111-76b0-8b53-3e91436a72e3,"2026-03-06 15:08:40","2026-03-06 17:19:29","let's work on a new version of the financial aid newsletter. can you pull up what we have currently as a template","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019cbf9d-95b8-7bf2-9db5-9df2fb4e768b,"2026-03-05 20:08:21","2026-03-05 20:13:27","How do we create a HubSpot landing page using this a template, but making it something where you can edit the content within the HubSpot editor (rather than just the html in the la","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019c9651-21f9-7743-9d7c-cdf44c658a4d,"2026-02-25 19:40:25","2026-02-25 19:56:42","Let's work on the financial aid landing page, the financial aid HTML that we have in our AI folder under paid media campaigns. Let's start with the main hero section. The ""faster f","/Users/padmin/Documents/New project",,
019c9028-1975-72c2-ae57-825e097fa3a1,"2026-02-24 14:57:53","2026-02-25 18:52:51","Let's design a marketing email for Portico attending ABHES.  Content: Hey [First Name],  We're heading to New Orleans and would love to connect while we're there. With shifting acc","/Users/padmin/Documents/New project",,
019c6860-bd54-7f52-b04a-e1b336611011,"2026-02-16 21:34:56","2026-02-16 21:58:02","Draft a HubSpot email for Momentum using that design we've worked on, a short and sweet one with this image as the main header, and a Deadline tomorrow  update for Momentum's call ","/Users/padmin/Documents/New project",,
019c57f8-3b3a-7eb2-a78d-265e184cb32b,"2026-02-13 17:06:51","2026-02-16 20:58:42","Hey, let's pick up a project that I start with Claude Code. I'm working on designing a landing page for HubSpot, and here is the HTML. I need it to exactly match the branding on th","/Users/padmin/Documents/New project",,
019c4dcd-ecec-73c3-9609-ab9e8b0c4cdf,"2026-02-11 17:44:27","2026-02-11 17:59:34","I want to pick up a project where I left off with Codex. It is a go-to-market resource hub. So I loaded Codex with all of the training for one of our product lines. Here's the curr","/Users/padmin/Documents/New project",,
019c43ec-ae8d-7bd0-adff-13f7bad2b3aa,"2026-02-09 19:41:50","2026-02-11 17:39:31","I want you to design a HubSpot event registration page for me. This is for a webinar that we're running through Microsoft Teams. So I want you to, using all of the design work that","/Users/padmin/Documents/New project",,
019c4d75-0db9-75e1-8afd-62cc234f1a8b,"2026-02-11 16:07:22","2026-02-11 16:09:17","Let's create a skill for paid ads. We'll start with just the benchmark notes from our current campaign setup. I will then send you what our keywords are, what everything looks like","/Users/padmin/Documents/New project",,
019c2a4c-ecee-7c93-b425-fbb41134c455,"2026-02-04 20:16:50","2026-02-10 00:27:27","Hey let's build a GORGEOUS email for HubSpot. I've always felt constrained by their email editor, let's do a really nice HTML email here we can copy and pate in. We'll apply Portic","/Users/padmin/Documents/New project",,
019c2942-4a83-7770-aaa3-f7cf79b97d9b,"2026-02-04 15:25:36","2026-02-09 17:37:07","Hi, I want to build a strategic agent or skill for Portico. So I would like to load you up with all of our 2026 OKRs, KPIs, core focuses, our vision, and have that kind of run on a","/Users/padmin/Documents/New project",,
019c2f97-78cf-7270-8c47-ddc3d94e1b81,"2026-02-05 20:56:21","2026-02-05 20:56:42","Let's create a skill called /fletch that delivers short, concise, impactful product marketing copy for ads and websites. This should be trained on all of Fletch PMM's strategy and ","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019c2f1a-a36b-79d3-a312-36479d1a5082,"2026-02-05 18:40:00","2026-02-05 20:21:43","Help me build a Portico marketing campaign around Financial Aid (https://porticoedu.com/financial-aid/).  This will include LinkedIn ads (creative and copy), organic LinkedIn (crea","/Users/padmin/Documents/Q126 Financial Aid Campaign",,
019c243f-125f-78d0-a4b3-a434d4b674ba,"2026-02-03 16:03:59","2026-02-05 14:28:26","# convert the compound-engineering plugin into OpenCode format bunx @every-env/compound-plugin install compound-engineering --to opencode  # convert to Codex format bunx @every-env","/Users/padmin/Documents/New project",,
019c2489-32fb-77e2-8627-e2b578e78b37,"2026-02-03 17:24:57","2026-02-03 17:25:03","Can you tell me about my Codex instance and how many tokens I have? How much work can I realistically do day to day? Can you compare it to the $100 a month Claude subscription?","/Users/padmin/Documents/New project",,
